SiteId,latitude,longitude,DateHrGmt,DateHrLwt,WindSpeedMph,WindDirectionDegrees,SurfaceWindGustsMph,ZeroToTenLiquidSoilMoisturePercent,TenToFortyLiquidSoilMoisturePercent,FortyToOneHundredLiquidSoilMoisturePercent,SurfaceTemperatureFahrenheit,SurfaceDewpointTemperatureFahrenheit,SurfaceWetBulbTemperatureFahrenheit,RelativeHumidityPercent,time_stamp,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,datetime_start,lat_start,long_start,distance,duration,speed_mph
2161142584,36.46454,-121.9,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,307.8,21.9,N,3,7/22/2016 20:21,36.46616,-121.89671,0.214596553,1.666666667,0.128757932
2161142584,36.45879,-121.89031,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,0.621806001,1.666666667,0.373083601
2161142584,36.4586,-121.89491,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,320.7,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,0.532430612,1.666666667,0.319458367
2161142584,36.45841,-121.89961,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,309.5,21.9,N,3,7/22/2016 20:21,36.46616,-121.89671,0.559821391,1.666666667,0.335892834
2161142584,36.45246,-121.89478,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,334.6,0.5,0.66,7/22/2016,2201,N,VIIRS,n,1,299.8,5.3,N,3,7/22/2016 20:21,36.46616,-121.89671,0.95370045,1.666666667,0.57222027
2161142584,36.45226,-121.89973,7/23/2016 5:00,7/22/2016 22:00,5.3,318,36.9,14,24.4,25.4,53.7,50.3,51.6,88,7/22/2016 22:01,336.7,0.5,0.66,7/22/2016,2201,N,VIIRS,n,1,303.6,5.5,N,3,7/22/2016 20:21,36.46616,-121.89671,0.976040146,1.666666667,0.585624088
2155037238,36.29527,-121.5652,7/23/2016 6:00,7/22/2016 23:00,4.6,346,37.2,12.8,22.7,24.1,51.1,43.9,47.6,78,7/22/2016 23:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,2.65,8.272225633
2156245158,36.35668,-121.87924,7/23/2016 6:00,7/22/2016 23:00,7.5,343,16.6,14.5,24.6,25.5,52.4,49,50.4,88,7/22/2016 23:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,2.65,2.881126489
2155037238,36.29527,-121.5652,7/23/2016 7:00,7/23/2016 0:00,4.8,334,40.3,12.8,22.7,24.1,52.6,45.8,49,78,7/23/2016 0:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,3.65,6.005862446
2156245158,36.35668,-121.87924,7/23/2016 7:00,7/23/2016 0:00,7.1,333,17.7,14.4,24.6,25.5,54,50.9,52.1,89,7/23/2016 0:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,3.65,2.091776766
2155037238,36.29527,-121.5652,7/23/2016 8:00,7/23/2016 1:00,4.3,341,39.9,12.8,22.7,24.1,50.9,46.9,49,87,7/23/2016 1:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,4.65,4.714279124
2156245158,36.35668,-121.87924,7/23/2016 8:00,7/23/2016 1:00,6.3,339,17.5,14.4,24.6,25.5,52.5,50.7,51.3,93,7/23/2016 1:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,4.65,1.6419323
2155037238,36.29527,-121.5652,7/23/2016 9:00,7/23/2016 2:00,3.7,351,39.5,12.8,22.7,24.1,49.5,45.1,47.5,87,7/23/2016 2:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,5.65,3.879893439
2156245158,36.35668,-121.87924,7/23/2016 9:00,7/23/2016 2:00,5.9,343,17.3,14.4,24.6,25.5,51.4,49.6,50.3,93,7/23/2016 2:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,5.65,1.351324814
2155037238,36.29527,-121.5652,7/23/2016 10:00,7/23/2016 3:00,3.6,353,38.2,12.8,22.7,24.1,48.9,44,46.8,86,7/23/2016 3:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,6.65,3.296450816
2156245158,36.35668,-121.87924,7/23/2016 10:00,7/23/2016 3:00,5.6,345,16.7,14.4,24.6,25.5,50.7,48.8,49.7,93,7/23/2016 3:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,6.65,1.148118075
2155037238,36.29527,-121.5652,7/23/2016 11:00,7/23/2016 4:00,3.6,356,37,12.8,22.7,24.1,48.4,43,46.1,85,7/23/2016 4:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,7.65,2.865542213
2156245158,36.35668,-121.87924,7/23/2016 11:00,7/23/2016 4:00,5.6,346,16.3,14.4,24.6,25.5,50.4,48.3,49.2,93,7/23/2016 4:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,7.65,0.998037281
2155037238,36.29527,-121.5652,7/23/2016 12:00,7/23/2016 5:00,3.6,1,36.2,12.8,22.7,24.1,48.4,42.5,46,84,7/23/2016 5:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,8.65,2.534265656
2156245158,36.35668,-121.87924,7/23/2016 12:00,7/23/2016 5:00,5.6,348,15.9,14.4,24.6,25.5,50.2,47.9,49,92,7/23/2016 5:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,8.65,0.882657248
2155037238,36.29527,-121.5652,7/23/2016 13:00,7/23/2016 6:00,3.1,356,38.3,12.8,22.7,24.1,48.2,42.4,45.8,84,7/23/2016 6:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,9.65,2.271647454
2156245158,36.35668,-121.87924,7/23/2016 13:00,7/23/2016 6:00,5.6,338,16.5,14.4,24.6,25.5,50.5,48.4,49.4,93,7/23/2016 6:00,367,0.5,0.66,7/22/2016,2201,N,VIIRS,h,1,306.9,76.9,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,9.65,0.791190176
2161142584,36.4732,-121.8966,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,329.9,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,292.4,125.4,N,3,7/22/2016 20:21,36.46616,-121.89671,0.486999408,10.48333333,0.046454633
2161142584,36.4692,-121.8902,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,332.5,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,293.3,135.7,N,3,7/22/2016 20:21,36.46616,-121.89671,0.418752838,10.48333333,0.039944627
2161142584,36.4607,-121.8679,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,304.5,2.7,1.6,7/23/2016,650,Terra,MODIS,60,6.2,291.5,28.7,N,3,7/22/2016 20:21,36.46616,-121.89671,1.646583794,10.48333333,0.157066817
2161142584,36.459,-121.8947,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,335.6,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,295.5,159.2,N,3,7/22/2016 20:21,36.46616,-121.89671,0.507727121,10.48333333,0.04843184
2161142584,36.455,-121.8891,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,333.8,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,295.4,142.4,N,3,7/22/2016 20:21,36.46616,-121.89671,0.880413323,10.48333333,0.083982193
2161142584,36.4532,-121.9146,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,325.5,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,290.2,97.9,N,3,7/22/2016 20:21,36.46616,-121.89671,1.339465027,10.48333333,0.127770909
2161142584,36.4464,-121.8678,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,310.6,2.7,1.6,7/23/2016,650,Terra,MODIS,81,6.2,293.6,42.5,N,3,7/22/2016 20:21,36.46616,-121.89671,2.110714034,10.48333333,0.201339971
2161142584,36.4448,-121.8936,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,355.5,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,299.7,322,N,3,7/22/2016 20:21,36.46616,-121.89671,1.487580698,10.48333333,0.14189959
2161142584,36.4426,-121.8611,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,306.5,2.7,1.6,7/23/2016,650,Terra,MODIS,68,6.2,293.1,31.1,N,3,7/22/2016 20:21,36.46616,-121.89671,2.565333058,10.48333333,0.244705856
2161142584,36.4408,-121.8872,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,1.832225596,10.48333333,0.174775097
2161142584,36.4322,-121.8662,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,334.1,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,298.1,147.4,N,3,7/22/2016 20:21,36.46616,-121.89671,2.898222658,10.48333333,0.276460031
2161142584,36.4306,-121.8916,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,351.3,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,301.3,276.3,N,3,7/22/2016 20:21,36.46616,-121.89671,2.476084368,10.48333333,0.236192468
2161142584,36.429,-121.9168,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,326.8,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,288.1,113.5,N,3,7/22/2016 20:21,36.46616,-121.89671,2.802923869,10.48333333,0.267369526
2161142584,36.4284,-121.8596,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,344.1,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,297,211.9,N,3,7/22/2016 20:21,36.46616,-121.89671,3.329488322,10.48333333,0.31759825
2161142584,36.4266,-121.8855,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,370.6,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,303.3,495.8,N,3,7/22/2016 20:21,36.46616,-121.89671,2.806577814,10.48333333,0.267718074
2161142584,36.4143,-121.8561,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,387.6,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,301.6,799.3,N,3,7/22/2016 20:21,36.46616,-121.89671,4.239641447,10.48333333,0.404417308
2161142584,36.4125,-121.8825,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,427,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,311.4,1947.2,N,3,7/22/2016 20:21,36.46616,-121.89671,3.794989216,10.48333333,0.362002151
2161142584,36.3984,-121.8799,7/23/2016 13:00,7/23/2016 6:00,4.2,303,34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,7/23/2016 6:50,305.1,2.7,1.6,7/23/2016,650,Terra,MODIS,63,6.2,291,25.2,N,3,7/22/2016 20:21,36.46616,-121.89671,4.779449407,10.48333333,0.455909323
2155037238,36.29527,-121.5652,7/23/2016 14:00,7/23/2016 7:00,2.6,358,36,12.8,22.7,24.1,56.1,44.8,50.2,66,7/23/2016 7:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,10.65,2.058347223
2156245158,36.35668,-121.87924,7/23/2016 14:00,7/23/2016 7:00,5.4,338,15.7,14.4,24.6,25.5,55,50.4,52.4,84,7/23/2016 7:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,10.65,0.716900019
2155037238,36.29527,-121.5652,7/23/2016 15:00,7/23/2016 8:00,2.8,355,34.5,12.8,22.7,24.1,65.5,43.3,53.2,44,7/23/2016 8:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,11.65,1.881665058
2156245158,36.35668,-121.87924,7/23/2016 15:00,7/23/2016 8:00,5.8,340,14.9,14.4,24.6,25.5,60.4,49.5,54.1,68,7/23/2016 8:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,11.65,0.655363536
2155037238,36.29527,-121.5652,7/23/2016 16:00,7/23/2016 9:00,3.5,345,33.9,12.8,22.7,24.1,73,43.2,56.1,34,7/23/2016 9:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,12.65,1.732916832
2156245158,36.35668,-121.87924,7/23/2016 16:00,7/23/2016 9:00,6.8,333,15,14.4,24.6,25.5,64.8,49.4,55.9,58,7/23/2016 9:00,353.7,2.7,1.6,7/23/2016,650,Terra,MODIS,100,6.2,300.8,300.3,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,12.65,0.603556142
2161142584,36.4307,-121.87,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,321.2,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,293.9,95.4,N,3,7/22/2016 20:21,36.46616,-121.89671,2.867894843,13.08333333,0.219202154
2161142584,36.4281,-121.8308,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,306.9,3.1,1.7,7/23/2016,926,Aqua,MODIS,33,6.2,293.3,36.2,N,3,7/22/2016 20:21,36.46616,-121.89671,4.514413091,13.08333333,0.345050682
2161142584,36.427,-121.8608,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,330.1,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,296.7,147.6,N,3,7/22/2016 20:21,36.46616,-121.89671,3.365936356,13.08333333,0.257269021
2161142584,36.4157,-121.8745,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,340,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,293,228.5,N,3,7/22/2016 20:21,36.46616,-121.89671,3.702695351,13.08333333,0.283008562
2161142584,36.413,-121.8332,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,318.3,3.1,1.7,7/23/2016,926,Aqua,MODIS,97,6.2,294.5,84,N,3,7/22/2016 20:21,36.46616,-121.89671,5.100108183,13.08333333,0.389817186
2161142584,36.4121,-121.8661,7/23/2016 16:00,7/23/2016 9:00,5.1,305,30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,7/23/2016 9:26,340.5,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,293.2,233.1,N,3,7/22/2016 20:21,36.46616,-121.89671,4.10904361,13.08333333,0.314067028
2155037238,36.29527,-121.5652,7/23/2016 17:00,7/23/2016 10:00,4.4,338,33.4,12.8,22.7,24,79.2,41.2,57.7,26,7/23/2016 10:00,340,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,293,228.5,N,3,7/22/2016 20:21,36.46616,-121.89671,21.92139793,13.65,1.605963218
2156245158,36.35668,-121.87924,7/23/2016 17:00,7/23/2016 10:00,7.9,327,17.8,14.4,24.6,25.5,68.5,48.6,57.2,50,7/23/2016 10:00,340,3.2,1.7,7/23/2016,926,Aqua,MODIS,100,6.2,293,228.5,N,3,7/22/2016 20:21,36.46616,-121.89671,7.634985197,13.65,0.559339575
2161142584,36.47457,-121.90585,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,328.5,0.55,0.43,7/23/2016,1022,N,VIIRS,n,1,291.5,3.8,N,3,7/22/2016 20:21,36.46616,-121.89671,0.772581703,14.01666667,0.05511879
2161142584,36.47339,-121.90019,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,347.6,0.56,0.43,7/23/2016,1022,N,VIIRS,n,1,295.9,10.3,N,3,7/22/2016 20:21,36.46616,-121.89671,0.536259831,14.01666667,0.038258728
2161142584,36.47216,-121.8943,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,353.3,0.56,0.43,7/23/2016,1022,N,VIIRS,n,1,294.8,10.3,N,3,7/22/2016 20:21,36.46616,-121.89671,0.436137456,14.01666667,0.031115633
2161142584,36.47078,-121.90737,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,348.9,0.55,0.43,7/23/2016,1022,N,VIIRS,n,1,295.5,10.5,N,3,7/22/2016 20:21,36.46616,-121.89671,0.673601921,14.01666667,0.048057212
2161142584,36.46956,-121.90153,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,312.8,0.56,0.43,7/23/2016,1022,N,VIIRS,n,1,291.3,6.2,N,3,7/22/2016 20:21,36.46616,-121.89671,0.356647414,14.01666667,0.025444524
2161142584,36.4683,-121.89546,7/23/2016 17:00,7/23/2016 10:00,6.4,305,30,14.1,24.4,25.4,68,49.3,57,51,7/23/2016 10:22,312.9,0.56,0.43,7/23/2016,1022,N,VIIRS,n,1,291.4,6.2,N,3,7/22/2016 20:21,36.46616,-121.89671,0.163543035,14.01666667,0.011667755
